

Microchip Technology PIC18 LITE Macro Assembler V1.32 build 58300 
                                                                                               Wed Aug 06 11:02:16 2014

Microchip Technology Omniscient Code Generator (Lite mode) build 58300
     1                           	processor	18F2550
  3714  001362                     l1840:
  3715  001362  0E00               	movlw	0
  3716  001364  6E22               	movwf	___ftdiv@f3,c
  3717  001366  0E00               	movlw	0
  3718  001368  6E23               	movwf	___ftdiv@f3+1,c
  3719  00136A  0E00               	movlw	0
  3720  00136C  6E24               	movwf	___ftdiv@f3+2,c
  3721  00136E  5026               	movf	___ftdiv@sign,w,c
  3722  001370  0F89               	addlw	137
  3723  001372  5E25               	subwf	___ftdiv@exp,f,c
  3724  001374  C01A  F026         	movff	___ftdiv@f1+2,___ftdiv@sign
  3725  001378  501D               	movf	___ftdiv@f2+2,w,c
  3726  00137A  1A26               	xorwf	___ftdiv@sign,f,c
  3727  00137C  0E80               	movlw	128
  3728  00137E  1626               	andwf	___ftdiv@sign,f,c
  3729  001380  8E19               	bsf	___ftdiv@f1+1,7,c
  3730  001382  0EFF               	movlw	255
  3731  001384  1618               	andwf	___ftdiv@f1,f,c
  3732  001386  0EFF               	movlw	255
  3733  001388  1619               	andwf	___ftdiv@f1+1,f,c
  3734  00138A  0E00               	movlw	0
  3735  00138C  161A               	andwf	___ftdiv@f1+2,f,c
  3736  00138E  8E1C               	bsf	___ftdiv@f2+1,7,c
  3737  001390  0EFF               	movlw	255
  3738  001392  161B               	andwf	___ftdiv@f2,f,c
  3739  001394  0EFF               	movlw	255
  3740  001396  161C               	andwf	___ftdiv@f2+1,f,c
  3741  001398  0E00               	movlw	0
  3742  00139A  161D               	andwf	___ftdiv@f2+2,f,c
  3743  00139C  0E18               	movlw	24
  3744  00139E  6E21               	movwf	___ftdiv@cntr,c
  3745  0013A0                     l1860:
  3746  0013A0  90D8               	bcf	status,0,c
  3747  0013A2  3622               	rlcf	___ftdiv@f3,f,c
  3748  0013A4  3623               	rlcf	___ftdiv@f3+1,f,c
  3749  0013A6  3624               	rlcf	___ftdiv@f3+2,f,c
  3750  0013A8  501B               	movf	___ftdiv@f2,w,c
  3751  0013AA  5C18               	subwf	___ftdiv@f1,w,c
  3752  0013AC  501C               	movf	___ftdiv@f2+1,w,c
  3753  0013AE  5819               	subwfb	___ftdiv@f1+1,w,c
  3754  0013B0  501D               	movf	___ftdiv@f2+2,w,c
  3755  0013B2  581A               	subwfb	___ftdiv@f1+2,w,c
  3756  0013B4  A0D8               	btfss	status,0,c
  3757  0013B6  D007               	goto	l629
  3758  0013B8  501B               	movf	___ftdiv@f2,w,c
  3759  0013BA  5E18               	subwf	___ftdiv@f1,f,c
  3760  0013BC  501C               	movf	___ftdiv@f2+1,w,c
  3761  0013BE  5A19               	subwfb	___ftdiv@f1+1,f,c
  3762  0013C0  501D               	movf	___ftdiv@f2+2,w,c
  3763  0013C2  5A1A               	subwfb	___ftdiv@f1+2,f,c
  3764  0013C4  8022               	bsf	___ftdiv@f3,0,c
  3765  0013C6                     l629:
  3766  0013C6  90D8               	bcf	status,0,c
  3767  0013C8  3618               	rlcf	___ftdiv@f1,f,c
  3768  0013CA  3619               	rlcf	___ftdiv@f1+1,f,c
  3769  0013CC  361A               	rlcf	___ftdiv@f1+2,f,c
  3770  0013CE  2E21               	decfsz	___ftdiv@cntr,f,c
  3771  0013D0  D7E7               	goto	l1860
  3772  0013D2  C022  F001         	movff	___ftdiv@f3,___ftpack@arg
  3773  0013D6  C023  F002         	movff	___ftdiv@f3+1,___ftpack@arg+1
  3774  0013DA  C024  F003         	movff	___ftdiv@f3+2,___ftpack@arg+2
  3775  0013DE  C025  F004         	movff	___ftdiv@exp,___ftpack@exp
  3776  0013E2  C026  F005         	movff	___ftdiv@sign,___ftpack@sign
  3777  0013E6  EC66  F00A         	call	___ftpack	;wreg free
  3778  0013EA  C001  F018         	movff	?___ftpack,?___ftdiv
  3779  0013EE  C002  F019         	movff	?___ftpack+1,?___ftdiv+1
  3780  0013F2  C003  F01A         	movff	?___ftpack+2,?___ftdiv+2
  3781  0013F6                     l626:
  3782  0013F6  0012               	return	
  3783  0013F8                     __end_of___ftdiv:
  3784                           	opt stack 0
  3785                           tblptru	equ	0xFF8
  3786                           tblptrh	equ	0xFF7
  3787                           tblptrl	equ	0xFF6
  3788                           tablat	equ	0xFF5
  3789                           prodl	equ	0xFF3
  3790                           postinc0	equ	0xFEE
  3791                           wreg	equ	0xFE8
  3792                           postinc1	equ	0xFE6
  3793                           postdec1	equ	0xFE5
  3794                           fsr1l	equ	0xFE1
  3795                           indf2	equ	0xFDF
  3796                           postinc2	equ	0xFDE
  3797                           postdec2	equ	0xFDD
  3798                           fsr2h	equ	0xFDA
  3799                           fsr2l	equ	0xFD9
  3800                           status	equ	0xFD8
  3801                           
  3802 ;; *************** function ___ftadd *****************
  3803 ;; Defined at:
  3804 ;;		line 86 in file "C:\Program Files (x86)\Microchip\xc8\v1.32\sources\common\ftadd.c"
  3805 ;; Parameters:    Size  Location     Type
  3806 ;;  f1              3   15[COMRAM] float 
  3807 ;;  f2              3   18[COMRAM] float 
  3808 ;; Auto vars:     Size  Location     Type
  3809 ;;  exp1            1   26[COMRAM] unsigned char 
  3810 ;;  exp2            1   25[COMRAM] unsigned char 
  3811 ;;  sign            1   24[COMRAM] unsigned char 
  3812 ;; Return value:  Size  Location     Type
  3813 ;;                  3   15[COMRAM] float 
  3814 ;; Registers used:
  3815 ;;		wreg, status,2, status,0, cstack
  3816 ;; Tracked objects:
  3817 ;;		On entry : 0/0
  3818 ;;		On exit  : 0/0
  3819 ;;		Unchanged: 0/0
  3820 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  3821 ;;      Params:         6       0       0       0       0       0       0       0       0
  3822 ;;      Locals:         3       0       0       0       0       0       0       0       0
  3823 ;;      Temps:          3       0       0       0       0       0       0       0       0
  3824 ;;      Totals:        12       0       0       0       0       0       0       0       0
  3825 ;;Total ram usage:       12 bytes
  3826 ;; Hardware stack levels used:    1
  3827 ;; Hardware stack levels required when called:    1
  3828 ;; This function calls:
  3829 ;;		___ftpack
  3830 ;; This function is called by:
  3831 ;;		_main
  3832 ;; This function uses a non-reentrant model
  3833 ;;
  3834                           
  3835                           	psect	text22
  3836  000F5A                     __ptext22:
  3837                           	opt stack 0
  3838  000F5A                     ___ftadd:
  3839                           	opt stack 29
  3840                           
  3841                           ;incstack = 0
  3842  000F5A  C012  F016         	movff	___ftadd@f1+2,??___ftadd
  3843  000F5E  6A17               	clrf	(??___ftadd+1)& (0+255),c
  3844  000F60  6A18               	clrf	(??___ftadd+2)& (0+255),c
  3845  000F62  3411               	rlcf	___ftadd@f1+1,w,c
  3846  000F64  3616               	rlcf	??___ftadd& (0+255),f,c
  3847  000F66  E301               	bnc	u1291
  3848  000F68  8017               	bsf	(??___ftadd+1)& (0+255),0,c
  3849  000F6A                     u1291:
  3850  000F6A  5016               	movf	??___ftadd,w,c
  3851  000F6C  6E1B               	movwf	___ftadd@exp1,c
  3852  000F6E  C015  F016         	movff	___ftadd@f2+2,??___ftadd
  3853  000F72  6A17               	clrf	(??___ftadd+1)& (0+255),c
  3854  000F74  6A18               	clrf	(??___ftadd+2)& (0+255),c
  3855  000F76  3414               	rlcf	___ftadd@f2+1,w,c
  3856  000F78  3616               	rlcf	??___ftadd& (0+255),f,c
  3857  000F7A  E301               	bnc	u1301
  3858  000F7C  8017               	bsf	(??___ftadd+1)& (0+255),0,c
  3859  000F7E                     u1301:
  3860  000F7E  5016               	movf	??___ftadd,w,c
  3861  000F80  6E1A               	movwf	___ftadd@exp2,c
  3862  000F82  501B               	movf	___ftadd@exp1,w,c
  3863  000F84  B4D8               	btfsc	status,2,c
  3864  000F86  D00C               	goto	l594
  3865  000F88  501A               	movf	___ftadd@exp2,w,c
  3866  000F8A  5C1B               	subwf	___ftadd@exp1,w,c
  3867  000F8C  B0D8               	btfsc	status,0,c
  3868  000F8E  D00F               	goto	l1766
  3869  000F90  501B               	movf	___ftadd@exp1,w,c
  3870  000F92  0800               	sublw	0
  3871  000F94  241A               	addwf	___ftadd@exp2,w,c
  3872  000F96  6E16               	movwf	??___ftadd& (0+255),c
  3873  000F98  0E19               	movlw	25
  3874  000F9A  5C16               	subwf	??___ftadd,w,c
  3875  000F9C  A0D8               	btfss	status,0,c
  3876  000F9E  D007               	goto	l1766
  3877  000FA0                     l594:
  3878  000FA0  C013  F010         	movff	___ftadd@f2,?___ftadd
  3879  000FA4  C014  F011         	movff	___ftadd@f2+1,?___ftadd+1
  3880  000FA8  C015  F012         	movff	___ftadd@f2+2,?___ftadd+2
  3881  000FAC  D0AB               	goto	l595
  3882  000FAE                     l1766:
  3883  000FAE  501A               	movf	___ftadd@exp2,w,c
  3884  000FB0  B4D8               	btfsc	status,2,c
  3885  000FB2  D00C               	goto	l598
  3886  000FB4  501B               	movf	___ftadd@exp1,w,c
  3887  000FB6  5C1A               	subwf	___ftadd@exp2,w,c
  3888  000FB8  B0D8               	btfsc	status,0,c
  3889  000FBA  D00F               	goto	l1772
  3890  000FBC  501A               	movf	___ftadd@exp2,w,c
  3891  000FBE  0800               	sublw	0
  3892  000FC0  241B               	addwf	___ftadd@exp1,w,c
  3893  000FC2  6E16               	movwf	??___ftadd& (0+255),c
  3894  000FC4  0E19               	movlw	25
  3895  000FC6  5C16               	subwf	??___ftadd,w,c
  3896  000FC8  A0D8               	btfss	status,0,c
  3897  000FCA  D007               	goto	l1772
  3898  000FCC                     l598:
  3899  000FCC  C010  F010         	movff	___ftadd@f1,?___ftadd
  3900  000FD0  C011  F011         	movff	___ftadd@f1+1,?___ftadd+1
  3901  000FD4  C012  F012         	movff	___ftadd@f1+2,?___ftadd+2
  3902  000FD8  D095               	goto	l595
  3903  000FDA                     l1772:
  3904  000FDA  0E06               	movlw	6
  3905  000FDC  6E19               	movwf	___ftadd@sign,c
  3906  000FDE  BE12               	btfsc	___ftadd@f1+2,7,c
  3907  000FE0  8E19               	bsf	___ftadd@sign,7,c
  3908  000FE2  BE15               	btfsc	___ftadd@f2+2,7,c
  3909  000FE4  8C19               	bsf	___ftadd@sign,6,c
  3910  000FE6  8E11               	bsf	___ftadd@f1+1,7,c
  3911  000FE8  0EFF               	movlw	255
  3912  000FEA  1610               	andwf	___ftadd@f1,f,c
  3913  000FEC  0EFF               	movlw	255
  3914  000FEE  1611               	andwf	___ftadd@f1+1,f,c
  3915  000FF0  0E00               	movlw	0
  3916  000FF2  1612               	andwf	___ftadd@f1+2,f,c
  3917  000FF4  8E14               	bsf	___ftadd@f2+1,7,c
  3918  000FF6  0EFF               	movlw	255
  3919  000FF8  1613               	andwf	___ftadd@f2,f,c
  3920  000FFA  0EFF               	movlw	255
  3921  000FFC  1614               	andwf	___ftadd@f2+1,f,c
  3922  000FFE  0E00               	movlw	0
  3923  001000  1615               	andwf	___ftadd@f2+2,f,c
  3924  001002  501A               	movf	___ftadd@exp2,w,c
  3925  001004  5C1B               	subwf	___ftadd@exp1,w,c
  3926  001006  B0D8               	btfsc	status,0,c
  3927  001008  D01A               	goto	l1798
  3928  00100A                     l1788:
  3929  00100A  90D8               	bcf	status,0,c
  3930  00100C  3613               	rlcf	___ftadd@f2,f,c
  3931  00100E  3614               	rlcf	___ftadd@f2+1,f,c
  3932  001010  3615               	rlcf	___ftadd@f2+2,f,c
  3933  001012  061A               	decf	___ftadd@exp2,f,c
  3934  001014  501A               	movf	___ftadd@exp2,w,c
  3935  001016  181B               	xorwf	___ftadd@exp1,w,c
  3936  001018  B4D8               	btfsc	status,2,c
  3937  00101A  D00D               	goto	l1796
  3938  00101C  0619               	decf	___ftadd@sign,f,c
  3939  00101E  C019  F016         	movff	___ftadd@sign,??___ftadd
  3940  001022  0E07               	movlw	7
  3941  001024  1616               	andwf	??___ftadd,f,c
  3942  001026  B4D8               	btfsc	status,2,c
  3943  001028  D006               	goto	l1796
  3944  00102A  D7EF               	goto	l1788
  3945  00102C                     l1794:
  3946  00102C  90D8               	bcf	status,0,c
  3947  00102E  3212               	rrcf	___ftadd@f1+2,f,c
  3948  001030  3211               	rrcf	___ftadd@f1+1,f,c
  3949  001032  3210               	rrcf	___ftadd@f1,f,c
  3950  001034  2A1B               	incf	___ftadd@exp1,f,c
  3951  001036                     l1796:
  3952  001036  501A               	movf	___ftadd@exp2,w,c
  3953  001038  621B               	cpfseq	___ftadd@exp1,c
  3954  00103A  D7F8               	goto	l1794
  3955  00103C  D01D               	goto	l609
  3956  00103E                     l1798:
  3957  00103E  501B               	movf	___ftadd@exp1,w,c
  3958  001040  5C1A               	subwf	___ftadd@exp2,w,c
  3959  001042  B0D8               	btfsc	status,0,c
  3960  001044  D019               	goto	l609
  3961  001046                     l1800:
  3962  001046  90D8               	bcf	status,0,c
  3963  001048  3610               	rlcf	___ftadd@f1,f,c
  3964  00104A  3611               	rlcf	___ftadd@f1+1,f,c
  3965  00104C  3612               	rlcf	___ftadd@f1+2,f,c
  3966  00104E  061B               	decf	___ftadd@exp1,f,c
  3967  001050  501A               	movf	___ftadd@exp2,w,c
  3968  001052  181B               	xorwf	___ftadd@exp1,w,c
  3969  001054  B4D8               	btfsc	status,2,c
  3970  001056  D00D               	goto	l1808
  3971  001058  0619               	decf	___ftadd@sign,f,c
  3972  00105A  C019  F016         	movff	___ftadd@sign,??___ftadd
  3973  00105E  0E07               	movlw	7
  3974  001060  1616               	andwf	??___ftadd,f,c
  3975  001062  B4D8               	btfsc	status,2,c
  3976  001064  D006               	goto	l1808
  3977  001066  D7EF               	goto	l1800
  3978  001068                     l1806:
  3979  001068  90D8               	bcf	status,0,c
  3980  00106A  3215               	rrcf	___ftadd@f2+2,f,c
  3981  00106C  3214               	rrcf	___ftadd@f2+1,f,c
  3982  00106E  3213               	rrcf	___ftadd@f2,f,c
  3983  001070  2A1A               	incf	___ftadd@exp2,f,c
  3984  001072                     l1808:
  3985  001072  501A               	movf	___ftadd@exp2,w,c
  3986  001074  621B               	cpfseq	___ftadd@exp1,c
  3987  001076  D7F8               	goto	l1806
  3988  001078                     l609:
  3989  001078  AE19               	btfss	___ftadd@sign,7,c
  3990  00107A  D00C               	goto	l618
  3991  00107C  0EFF               	movlw	255
  3992  00107E  1A10               	xorwf	___ftadd@f1,f,c
  3993  001080  0EFF               	movlw	255
  3994  001082  1A11               	xorwf	___ftadd@f1+1,f,c
  3995  001084  0EFF               	movlw	255
  3996  001086  1A12               	xorwf	___ftadd@f1+2,f,c
  3997  001088  0E01               	movlw	1
  3998  00108A  2610               	addwf	___ftadd@f1,f,c
  3999  00108C  0E00               	movlw	0
  4000  00108E  2211               	addwfc	___ftadd@f1+1,f,c
  4001  001090  0E00               	movlw	0
  4002  001092  2212               	addwfc	___ftadd@f1+2,f,c
  4003  001094                     l618:
  4004  001094  AC19               	btfss	___ftadd@sign,6,c
  4005  001096  D00C               	goto	l1814
  4006  001098  0EFF               	movlw	255
  4007  00109A  1A13               	xorwf	___ftadd@f2,f,c
  4008  00109C  0EFF               	movlw	255
  4009  00109E  1A14               	xorwf	___ftadd@f2+1,f,c
  4010  0010A0  0EFF               	movlw	255
  4011  0010A2  1A15               	xorwf	___ftadd@f2+2,f,c
  4012  0010A4  0E01               	movlw	1
  4013  0010A6  2613               	addwf	___ftadd@f2,f,c
  4014  0010A8  0E00               	movlw	0
  4015  0010AA  2214               	addwfc	___ftadd@f2+1,f,c
  4016  0010AC  0E00               	movlw	0
  4017  0010AE  2215               	addwfc	___ftadd@f2+2,f,c
  4018  0010B0                     l1814:
  4019  0010B0  0E00               	movlw	0
  4020  0010B2  6E19               	movwf	___ftadd@sign,c
  4021  0010B4  5010               	movf	___ftadd@f1,w,c
  4022  0010B6  2613               	addwf	___ftadd@f2,f,c
  4023  0010B8  5011               	movf	___ftadd@f1+1,w,c
  4024  0010BA  2214               	addwfc	___ftadd@f2+1,f,c
  4025  0010BC  5012               	movf	___ftadd@f1+2,w,c
  4026  0010BE  2215               	addwfc	___ftadd@f2+2,f,c
  4027  0010C0  AE15               	btfss	___ftadd@f2+2,7,c
  4028  0010C2  D00E               	goto	l1824
  4029  0010C4  0EFF               	movlw	255
  4030  0010C6  1A13               	xorwf	___ftadd@f2,f,c
  4031  0010C8  0EFF               	movlw	255
  4032  0010CA  1A14               	xorwf	___ftadd@f2+1,f,c
  4033  0010CC  0EFF               	movlw	255
  4034  0010CE  1A15               	xorwf	___ftadd@f2+2,f,c
  4035  0010D0  0E01               	movlw	1
  4036  0010D2  2613               	addwf	___ftadd@f2,f,c
  4037  0010D4  0E00               	movlw	0
  4038  0010D6  2214               	addwfc	___ftadd@f2+1,f,c
  4039  0010D8  0E00               	movlw	0
  4040  0010DA  2215               	addwfc	___ftadd@f2+2,f,c
  4041  0010DC  0E01               	movlw	1
  4042  0010DE  6E19               	movwf	___ftadd@sign,c
  4043  0010E0                     l1824:
  4044  0010E0  C013  F001         	movff	___ftadd@f2,___ftpack@arg
  4045  0010E4  C014  F002         	movff	___ftadd@f2+1,___ftpack@arg+1
  4046  0010E8  C015  F003         	movff	___ftadd@f2+2,___ftpack@arg+2
  4047  0010EC  C01B  F004         	movff	___ftadd@exp1,___ftpack@exp
  4048  0010F0  C019  F005         	movff	___ftadd@sign,___ftpack@sign
  4049  0010F4  EC66  F00A         	call	___ftpack	;wreg free
  4050  0010F8  C001  F010         	movff	?___ftpack,?___ftadd
  4051  0010FC  C002  F011         	movff	?___ftpack+1,?___ftadd+1
  4052  001100  C003  F012         	movff	?___ftpack+2,?___ftadd+2
  4053  001104                     l595:
  4054  001104  0012               	return	
  4055  001106                     __end_of___ftadd:
  4056                           	opt stack 0
  4057                           tblptru	equ	0xFF8
  4058                           tblptrh	equ	0xFF7
  4059                           tblptrl	equ	0xFF6
  4060                           tablat	equ	0xFF5
  4061                           prodl	equ	0xFF3
  4062                           postinc0	equ	0xFEE
  4063                           wreg	equ	0xFE8
  4064                           postinc1	equ	0xFE6
  4065                           postdec1	equ	0xFE5
  4066                           fsr1l	equ	0xFE1
  4067                           indf2	equ	0xFDF
  4068                           postinc2	equ	0xFDE
  4069                           postdec2	equ	0xFDD
  4070                           fsr2h	equ	0xFDA
  4071                           fsr2l	equ	0xFD9
  4072                           status	equ	0xFD8
  4073                           
  4074 ;; *************** function ___awtoft *****************
  4075 ;; Defined at:
  4076 ;;		line 32 in file "C:\Program Files (x86)\Microchip\xc8\v1.32\sources\common\awtoft.c"
  4077 ;; Parameters:    Size  Location     Type
  4078 ;;  c               2    8[COMRAM] int 
  4079 ;; Auto vars:     Size  Location     Type
  4080 ;;  sign            1   11[COMRAM] unsigned char 
  4081 ;; Return value:  Size  Location     Type
  4082 ;;                  3    8[COMRAM] float 
  4083 ;; Registers used:
  4084 ;;		wreg, status,2, status,0, prodl, cstack
  4085 ;; Tracked objects:
  4086 ;;		On entry : 0/0
  4087 ;;		On exit  : 0/0
  4088 ;;		Unchanged: 0/0
  4089 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  4090 ;;      Params:         3       0       0       0       0       0       0       0       0
  4091 ;;      Locals:         1       0       0       0       0       0       0       0       0
  4092 ;;      Temps:          0       0       0       0       0       0       0       0       0
  4093 ;;      Totals:         4       0       0       0       0       0       0       0       0
  4094 ;;Total ram usage:        4 bytes
  4095 ;; Hardware stack levels used:    1
  4096 ;; Hardware stack levels required when called:    1
  4097 ;; This function calls:
  4098 ;;		___ftpack
  4099 ;; This function is called by:
  4100 ;;		_main
  4101 ;; This function uses a non-reentrant model
  4102 ;;
  4103                           
  4104                           	psect	text23
  4105  00177E                     __ptext23:
  4106                           	opt stack 0
  4107  00177E                     ___awtoft:
  4108                           	opt stack 29
  4109                           
  4110                           ;incstack = 0
  4111  00177E  0E00               	movlw	0
  4112  001780  6E0C               	movwf	___awtoft@sign,c
  4113  001782  500A               	movf	___awtoft@c+1,w,c
  4114  001784  0A80               	xorlw	128
  4115  001786  6EF3               	movwf	prodl,c
  4116  001788  0E80               	movlw	128
  4117  00178A  5CF3               	subwf	prodl,w,c
  4118  00178C  0E00               	movlw	0
  4119  00178E  B4D8               	btfsc	status,2,c
  4120  001790  5C09               	subwf	___awtoft@c,w,c
  4121  001792  B0D8               	btfsc	status,0,c
  4122  001794  D006               	goto	l1930
  4123  001796  6C09               	negf	___awtoft@c,c
  4124  001798  1E0A               	comf	___awtoft@c+1,f,c
  4125  00179A  B0D8               	btfsc	status,0,c
  4126  00179C  2A0A               	incf	___awtoft@c+1,f,c
  4127  00179E  0E01               	movlw	1
  4128  0017A0  6E0C               	movwf	___awtoft@sign,c
  4129  0017A2                     l1930:
  4130  0017A2  C009  F001         	movff	___awtoft@c,___ftpack@arg
  4131  0017A6  C00A  F002         	movff	___awtoft@c+1,___ftpack@arg+1
  4132  0017AA  6A03               	clrf	___ftpack@arg+2,c
  4133  0017AC  0E8E               	movlw	142
  4134  0017AE  6E04               	movwf	___ftpack@exp,c
  4135  0017B0  C00C  F005         	movff	___awtoft@sign,___ftpack@sign
  4136  0017B4  EC66  F00A         	call	___ftpack	;wreg free
  4137  0017B8  C001  F009         	movff	?___ftpack,?___awtoft
  4138  0017BC  C002  F00A         	movff	?___ftpack+1,?___awtoft+1
  4139  0017C0  C003  F00B         	movff	?___ftpack+2,?___awtoft+2
  4140  0017C4  0012               	return	
  4141  0017C6                     __end_of___awtoft:
  4142                           	opt stack 0
  4143                           tblptru	equ	0xFF8
  4144                           tblptrh	equ	0xFF7
  4145                           tblptrl	equ	0xFF6
  4146                           tablat	equ	0xFF5
  4147                           prodl	equ	0xFF3
  4148                           postinc0	equ	0xFEE
  4149                           wreg	equ	0xFE8
  4150                           postinc1	equ	0xFE6
  4151                           postdec1	equ	0xFE5
  4152                           fsr1l	equ	0xFE1
  4153                           indf2	equ	0xFDF
  4154                           postinc2	equ	0xFDE
  4155                           postdec2	equ	0xFDD
  4156                           fsr2h	equ	0xFDA
  4157                           fsr2l	equ	0xFD9
  4158                           status	equ	0xFD8
  4159                           
  4160 ;; *************** function ___ftpack *****************
  4161 ;; Defined at:
  4162 ;;		line 62 in file "C:\Program Files (x86)\Microchip\xc8\v1.32\sources\common\float.c"
  4163 ;; Parameters:    Size  Location     Type
  4164 ;;  arg             3    0[COMRAM] unsigned um
  4165 ;;  exp             1    3[COMRAM] unsigned char 
  4166 ;;  sign            1    4[COMRAM] unsigned char 
  4167 ;; Auto vars:     Size  Location     Type
  4168 ;;		None
  4169 ;; Return value:  Size  Location     Type
  4170 ;;                  3    0[COMRAM] float 
  4171 ;; Registers used:
  4172 ;;		wreg, status,2, status,0
  4173 ;; Tracked objects:
  4174 ;;		On entry : 0/0
  4175 ;;		On exit  : 0/0
  4176 ;;		Unchanged: 0/0
  4177 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  4178 ;;      Params:         5       0       0       0       0       0       0       0       0
  4179 ;;      Locals:         0       0       0       0       0       0       0       0       0
  4180 ;;      Temps:          3       0       0       0       0       0       0       0       0
  4181 ;;      Totals:         8       0       0       0       0       0       0       0       0
  4182 ;;Total ram usage:        8 bytes
  4183 ;; Hardware stack levels used:    1
  4184 ;; This function calls:
  4185 ;;		Nothing
  4186 ;; This function is called by:
  4187 ;;		___awtoft
  4188 ;;		___ftadd
  4189 ;;		___ftdiv
  4190 ;;		___ftmul
  4191 ;; This function uses a non-reentrant model
  4192 ;;
  4193                           
  4194                           	psect	text24
  4195  0014CC                     __ptext24:
  4196                           	opt stack 0
  4197  0014CC                     ___ftpack:
  4198                           	opt stack 29
  4199                           
  4200                           ;incstack = 0
  4201  0014CC  5004               	movf	___ftpack@exp,w,c
  4202  0014CE  B4D8               	btfsc	status,2,c
  4203  0014D0  D005               	goto	l1564
  4204  0014D2  5001               	movf	___ftpack@arg,w,c
  4205  0014D4  1002               	iorwf	___ftpack@arg+1,w,c
  4206  0014D6  1003               	iorwf	___ftpack@arg+2,w,c
  4207  0014D8  A4D8               	btfss	status,2,c
  4208  0014DA  D00C               	goto	l1570
  4209  0014DC                     l1564:
  4210  0014DC  0E00               	movlw	0
  4211  0014DE  6E01               	movwf	?___ftpack,c
  4212  0014E0  0E00               	movlw	0
  4213  0014E2  6E02               	movwf	?___ftpack+1,c
  4214  0014E4  0E00               	movlw	0
  4215  0014E6  6E03               	movwf	?___ftpack+2,c
  4216  0014E8  D044               	goto	l557
  4217  0014EA                     l1568:
  4218  0014EA  2A04               	incf	___ftpack@exp,f,c
  4219  0014EC  90D8               	bcf	status,0,c
  4220  0014EE  3203               	rrcf	___ftpack@arg+2,f,c
  4221  0014F0  3202               	rrcf	___ftpack@arg+1,f,c
  4222  0014F2  3201               	rrcf	___ftpack@arg,f,c
  4223  0014F4                     l1570:
  4224  0014F4  0E00               	movlw	0
  4225  0014F6  1401               	andwf	___ftpack@arg,w,c
  4226  0014F8  6E06               	movwf	??___ftpack& (0+255),c
  4227  0014FA  0E00               	movlw	0
  4228  0014FC  1402               	andwf	___ftpack@arg+1,w,c
  4229  0014FE  6E07               	movwf	(??___ftpack+1)& (0+255),c
  4230  001500  0EFE               	movlw	254
  4231  001502  1403               	andwf	___ftpack@arg+2,w,c
  4232  001504  6E08               	movwf	(??___ftpack+2)& (0+255),c
  4233  001506  5006               	movf	??___ftpack,w,c
  4234  001508  1007               	iorwf	??___ftpack+1,w,c
  4235  00150A  1008               	iorwf	??___ftpack+2,w,c
  4236  00150C  B4D8               	btfsc	status,2,c
  4237  00150E  D00C               	goto	l1576
  4238  001510  D7EC               	goto	l1568
  4239  001512                     l1572:
  4240  001512  2A04               	incf	___ftpack@exp,f,c
  4241  001514  0E01               	movlw	1
  4242  001516  2601               	addwf	___ftpack@arg,f,c
  4243  001518  0E00               	movlw	0
  4244  00151A  2202               	addwfc	___ftpack@arg+1,f,c
  4245  00151C  0E00               	movlw	0
  4246  00151E  2203               	addwfc	___ftpack@arg+2,f,c
  4247  001520  90D8               	bcf	status,0,c
  4248  001522  3203               	rrcf	___ftpack@arg+2,f,c
  4249  001524  3202               	rrcf	___ftpack@arg+1,f,c
  4250  001526  3201               	rrcf	___ftpack@arg,f,c
  4251  001528                     l1576:
  4252  001528  0E00               	movlw	0
  4253  00152A  1401               	andwf	___ftpack@arg,w,c
  4254  00152C  6E06               	movwf	??___ftpack& (0+255),c
  4255  00152E  0E00               	movlw	0
  4256  001530  1402               	andwf	___ftpack@arg+1,w,c
  4257  001532  6E07               	movwf	(??___ftpack+1)& (0+255),c
  4258  001534  0EFF               	movlw	255
  4259  001536  1403               	andwf	___ftpack@arg+2,w,c
  4260  001538  6E08               	movwf	(??___ftpack+2)& (0+255),c
  4261  00153A  5006               	movf	??___ftpack,w,c
  4262  00153C  1007               	iorwf	??___ftpack+1,w,c
  4263  00153E  1008               	iorwf	??___ftpack+2,w,c
  4264  001540  B4D8               	btfsc	status,2,c
  4265  001542  D006               	goto	l1580
  4266  001544  D7E6               	goto	l1572
  4267  001546                     l1578:
  4268  001546  0604               	decf	___ftpack@exp,f,c
  4269  001548  90D8               	bcf	status,0,c
  4270  00154A  3601               	rlcf	___ftpack@arg,f,c
  4271  00154C  3602               	rlcf	___ftpack@arg+1,f,c
  4272  00154E  3603               	rlcf	___ftpack@arg+2,f,c
  4273  001550                     l1580:
  4274  001550  AE02               	btfss	___ftpack@arg+1,7,c
  4275  001552  D7F9               	goto	l1578
  4276  001554  A004               	btfss	___ftpack@exp,0,c
  4277  001556  9E02               	bcf	___ftpack@arg+1,7,c
  4278  001558  90D8               	bcf	status,0,c
  4279  00155A  3204               	rrcf	___ftpack@exp,f,c
  4280  00155C  5004               	movf	___ftpack@exp,w,c
